235,葉壽山,109年立法委員選舉,首次申報,1081227,營利事業捐贈收入,環泰企業股份有限公司,12529007,100000.00,0.00,,金錢,桃園市蘆竹區****,03-2*****,
197,張宏陸,109年立法委員選舉,首次申報,1081219,營利事業捐贈收入,虎欣實業股份有限公司,34683411,100000.00,0.00,,金錢,新北市土城區****,02-2*****,
87,林德福,109年立法委員選舉,首次申報,1081216,營利事業捐贈收入,虎欣實業股份有限公司,34683411,100000.00,0.00,,金錢,新北市土城區****,0920*****,
180,柯志恩,109年立法委員選舉,首次申報,1081219,營利事業捐贈收入,環泰企業股份有限公司,12529007,100000.00,0.00,,金錢,桃園市蘆竹區****,03-2*****,
303,洪孟楷,109年立法委員選舉,首次申報,1081217,營利事業捐贈收入,環泰企業股份有限公司,12529007,100000.00,0.00,,金錢,桃園市蘆竹區****,03-2*****,
81,羅明才,109年立法委員選舉,首次申報,1081217,營利事業捐贈收入,虎欣實業股份有限公司,34683411,100000.00,0.00,,金錢,新北市土城區****,,
100,陳明義,109年立法委員選舉,首次申報,1081220,營利事業捐贈收入,虎欣實業股份有限公司,34683411,100000.00,0.00,,金錢,新北市土城區****,2268*****,
48,陳根德,109年立法委員選舉,首次申報,1081218,營利事業捐贈收入,環泰企業股份有限公司,12529007,50000.00,0.00,,金錢,桃園市蘆竹區****,2125*****,
13,黃世杰,109年立法委員選舉,首次申報,1081212,營利事業捐贈收入,環泰企業股份有限公司,12529007,50000.00,0.00,,金錢,桃園市蘆竹區****,,
181,林郁方,109年立法委員選舉,首次申報,1081216,營利事業捐贈收入,環泰企業股份有限公司,12529007,100000.00,0.00,,金錢,桃園市蘆竹區****,03-2*****,
68586,韓國瑜,109年總統、副總統選舉,首次申報,1081227,營利事業捐贈收入,環泰企業股份有限公司,12529007,300000.00,0.00,,金錢,桃園市蘆竹區****,,
