58,賴香伶,111年桃園市市長選舉,首次申報,1110701,交通旅運支出,台灣大車隊,27767961,0.00,330.00,,,,搭乘交通工具費用,金錢,,,否,,,,,,,
69,賴香伶,111年桃園市市長選舉,首次申報,1110707,交通旅運支出,台灣大車隊,27767961,0.00,315.00,,,,搭乘交通工具費用,金錢,,,否,,,,,,,
70,賴香伶,111年桃園市市長選舉,首次申報,1110707,交通旅運支出,台灣大車隊,27767961,0.00,115.00,,,,搭乘交通工具費用,金錢,,,否,,,,,,,
486,賴香伶,111年桃園市市長選舉,首次申報,1111029,交通旅運支出,台灣大車隊,27767961,0.00,165.00,,,,搭乘交通工具費用,金錢,,,否,,,,,,,
146,鄭運鵬,111年桃園市市長選舉,首次申報,1111102,宣傳支出,台灣大車隊股份有限公司,27767961,0.00,252000.00,現金,,,播放、傳送或刊登宣傳廣告費用,金錢,臺北市中山區****,,否,,,,,,,
158,鄭運鵬,111年桃園市市長選舉,首次申報,1111107,宣傳支出,台灣大車隊股份有限公司,27767961,0.00,226800.00,現金,,,播放、傳送或刊登宣傳廣告費用,金錢,臺北市中山區****,,否,,,,,,,
1394,盧秀燕,111年臺中市市長選舉,首次申報,1111110,交通旅運支出,台灣大車隊,27767961,0.00,1165.00,,,,搭乘交通工具費用,金錢,臺北市中山區****,,否,,,,,,,
1430,盧秀燕,111年臺中市市長選舉,首次申報,1111111,交通旅運支出,台灣大車隊,27767961,0.00,295.00,,,,搭乘交通工具費用,金錢,臺北市中山區****,,否,,,,,,,
1486,盧秀燕,111年臺中市市長選舉,首次申報,1111113,交通旅運支出,台灣大車隊,27767961,0.00,300.00,,,,搭乘交通工具費用,金錢,臺北市中山區****,,否,,,,,,,
1902,盧秀燕,111年臺中市市長選舉,首次申報,1111123,宣傳支出,台灣大車隊股份有限公司,27767961,0.00,61530.00,,,,播放、傳送或刊登宣傳廣告費用,金錢,臺北市中山區****,,否,,,,,,,
3722,陳時中,111年臺北市市長選舉,首次申報,1111104,宣傳支出,台灣大車隊(股)公司,27767961,0.00,487305.00,,,,播放、傳送或刊登宣傳廣告費用,金錢,臺北市長安東****,0240*****,否,,,,,,,
95,林孟令,111年臺中市議員選舉,首次申報,1111026,宣傳支出,台灣大車隊股份有限公司,27767961,0.00,10395.00,,,,租用廣告看板或車體廣告費用,金錢,臺北市中山區****,,否,,,,,,,
30,王閔生,111年臺北市議員選舉,首次申報,1110921,交通旅運支出,台灣大車隊股份有限公司,27767961,0.00,255.00,,,,搭乘交通工具費用,金錢,臺北市中山區****,,否,,,,,,,
31,王閔生,111年臺北市議員選舉,首次申報,1110921,交通旅運支出,台灣大車隊股份有限公司,27767961,0.00,225.00,,,,搭乘交通工具費用,金錢,臺北市中山區****,,否,,,,,,,
670,王鴻薇,111年臺北市議員選舉,首次申報,1110923,租用競選辦事處支出,台灣智慧生活網股份有限公司,24721773,0.00,2700.00,,,,其他與租用競選辦事處有關之費用(清潔服務費),金錢,,,否,,,,,,,
1812,王鴻薇,111年臺北市議員選舉,首次申報,1111216,租用競選辦事處支出,台灣智慧生活網股份有限公司,24721773,0.00,1350.00,,,,其他與租用競選辦事處有關之費用,金錢,,,否,,,,,,,
381,陳宥丞,111年臺北市議員選舉,首次申報,1110818,雜支支出,全球商務科技股份有限公司,16042250,0.00,95.00,,,,快遞費,金錢,臺北市中山區****,,否,,,,,,,
2060,"Kolas Yotaka谷辣斯．尤達卡",111年花蓮縣縣長選舉,首次申報,1111201,交通旅運支出,台灣大車隊股份有限公司,27767961,0.00,200.00,,,,搭乘交通工具費用-計程車,金錢,,,否,,,,,,,
1,張容榕,111年花蓮縣富里鄉鄉長選舉,首次申報,1111027,返還捐贈支出,台灣大車隊股份有限公司,27767961,0.00,100000.00,,,,返還,金錢,臺北市中山區****,,否,,,,,,,
