8,黃崇真,111年桃園市議員選舉,首次申報,1110913,雜支支出,第一商業銀行股份有限公司,05052322,0.00,30.00,,,,匯款手續費,金錢,臺北市中正區****,,否,,,,,,,
9,黃崇真,111年桃園市議員選舉,首次申報,1110913,雜支支出,第一商業銀行股份有限公司,05052322,0.00,30.00,,,,匯款手續費,金錢,臺北市中正區****,,否,,,,,,,
10,黃崇真,111年桃園市議員選舉,首次申報,1110913,雜支支出,第一商業銀行股份有限公司,05052322,0.00,30.00,,,,匯款手續費,金錢,臺北市中正區****,,否,,,,,,,
28,黃崇真,111年桃園市議員選舉,首次申報,1111021,雜支支出,第一商業銀行股份有限公司,05052322,0.00,30.00,,,,匯款手續費,金錢,臺北市中正區****,,否,,,,,,,
29,黃崇真,111年桃園市議員選舉,首次申報,1111021,雜支支出,第一商業銀行股份有限公司,05052322,0.00,30.00,,,,匯款手續費,金錢,臺北市中正區****,,否,,,,,,,
32,黃崇真,111年桃園市議員選舉,首次申報,1111026,雜支支出,第一商業銀行股份有限公司,05052322,0.00,30.00,,,,匯款手續費,金錢,臺北市中正區****,,否,,,,,,,
33,黃崇真,111年桃園市議員選舉,首次申報,1111026,雜支支出,第一商業銀行股份有限公司,05052322,0.00,30.00,,,,匯款手續費,金錢,臺北市中正區****,,否,,,,,,,
37,黃崇真,111年桃園市議員選舉,首次申報,1111102,雜支支出,第一商業銀行股份有限公司,05052322,0.00,30.00,,,,匯款手續費,金錢,臺北市中正區****,,否,,,,,,,
38,黃崇真,111年桃園市議員選舉,首次申報,1111102,雜支支出,第一商業銀行股份有限公司,05052322,0.00,30.00,,,,匯款手續費,金錢,臺北市中正區****,,否,,,,,,,
50,黃崇真,111年桃園市議員選舉,首次申報,1111108,雜支支出,第一商業銀行股份有限公司,05052322,0.00,30.00,,,,匯款手續費,金錢,臺北市中正區****,,否,,,,,,,
51,黃崇真,111年桃園市議員選舉,首次申報,1111108,雜支支出,第一商業銀行股份有限公司,05052322,0.00,30.00,,,,匯款手續費,金錢,臺北市中正區****,,否,,,,,,,
76,黃崇真,111年桃園市議員選舉,首次申報,1111121,雜支支出,第一商業銀行股份有限公司,05052322,0.00,30.00,,,,匯款手續費,金錢,臺北市中正區****,,否,,,,,,,
81,黃崇真,111年桃園市議員選舉,首次申報,1111205,雜支支出,第一商業銀行股份有限公司,05052322,0.00,30.00,,,,匯款手續費(元森整合行銷-簡訊費),金錢,臺北市中正區****,,否,,,,,,,
87,黃崇真,111年桃園市議員選舉,首次申報,1111216,雜支支出,第一商業銀行股份有限公司,05052322,0.00,30.00,,,,匯款手續費,金錢,臺北市中正區****,,否,,,,,,,
88,黃崇真,111年桃園市議員選舉,首次申報,1111216,雜支支出,第一商業銀行股份有限公司,05052322,0.00,30.00,,,,匯款手續費,金錢,臺北市中正區****,,否,,,,,,,
535,張耀中,111年臺中市議員選舉,首次申報,1111014,租用宣傳車輛支出,一銀租賃股份有限公司,16447816,0.00,50000.00,,,,租用宣傳車輛費用,金錢,臺北市中正區****,,否,,,,,,,
536,張耀中,111年臺中市議員選舉,首次申報,1111014,租用宣傳車輛支出,一銀租賃股份有限公司,16447816,0.00,50000.00,,,,租用宣傳車輛費用,金錢,臺北市中正區****,,否,,,,,,,
652,張耀中,111年臺中市議員選舉,首次申報,1111101,租用宣傳車輛支出,一銀租賃股份有限公司,16447816,0.00,50000.00,,,,租用宣傳車輛費用,金錢,臺北市中正區****,,否,,,,,,,
822,張耀中,111年臺中市議員選舉,首次申報,1111201,租用宣傳車輛支出,一銀租賃股份有限公司,16447816,0.00,50000.00,,,,租用宣傳車輛費用,金錢,臺北市中正區****,,否,,,,,,,
