155,江永昌,109年立法委員選舉,首次申報,1081224,營利事業捐贈收入,建懋投資股份有限公司,89944811,200000.00,0.00,,金錢,臺北市中正區****,,
197,江永昌,109年立法委員選舉,首次申報,1081230,營利事業捐贈收入,建新國際股份有限公司,23250583,200000.00,0.00,,金錢,台中市梧棲區****,,
198,蘇巧慧,109年立法委員選舉,首次申報,1081120,營利事業捐贈收入,豐興鋼鐵股份有限公司,55389357,1000000.00,0.00,,金錢,臺中市后里區****,04-2*****,
81,楊瓊瓔,109年立法委員選舉,首次申報,1081230,營利事業捐贈收入,建新國際股份有限公司,23250583,200000.00,0.00,,金錢,臺中市梧棲區****,,
149,楊瓊瓔,109年立法委員選舉,首次申報,1090107,營利事業捐贈收入,建新國際股份有限公司,23250583,200000.00,0.00,,金錢,臺中市梧棲區****,,
201,蔡其昌,109年立法委員選舉,首次申報,1081202,營利事業捐贈收入,中科國際物流股份有限公司,29182232,700000.00,0.00,,金錢,臺中市大雅區****,0425*****,
503,蔡其昌,109年立法委員選舉,首次申報,1090107,營利事業捐贈收入,中科國際物流股份有限公司,29182232,300000.00,0.00,,金錢,臺中市大雅區****,0425*****,
79,顏寬恒,109年立法委員選舉,首次申報,1081202,營利事業捐贈收入,中科國際物流股份有限公司,29182232,800000.00,0.00,,金錢,臺中市大雅區****,,
109,李彥秀,109年立法委員選舉,首次申報,1081129,營利事業捐贈收入,建新國際股份有限公司,23250583,200000.00,0.00,,金錢,臺中市梧棲區****,0426*****,
133,林奕華,109年立法委員選舉,首次申報,1081121,營利事業捐贈收入,建新國際股份有限公司,23250583,200000.00,0.00,,金錢,臺中市梧棲區****,,
