49,李煥中,107年村(里)長選舉,首次申報,1071207,雜支支出,三創生活,25136736,0.00,2000.00,行動硬碟,金錢,臺北市中正區****,,
50,李煥中,107年村(里)長選舉,首次申報,1071218,雜支支出,三創生活,25136736,0.00,2000.00,隨身硬碟,金錢,臺北市中正區****,,
51,李煥中,107年村(里)長選舉,首次申報,1071218,雜支支出,三創生活,25136736,0.00,690.00,隨身硬碟防包,金錢,臺北市中正區****,,
424,侯友宜,107年直轄市市長選舉,首次申報,1070801,雜支支出,三創生活,25136736,0.00,245.00,雜項購置或修繕費用,金錢,,,
675,侯友宜,107年直轄市市長選舉,首次申報,1070818,雜支支出,三創生活,25136736,0.00,395.00,週邊配件,金錢,,,
676,侯友宜,107年直轄市市長選舉,首次申報,1070818,雜支支出,三創生活,25136736,0.00,3500.00,耳機,金錢,,,
723,侯友宜,107年直轄市市長選舉,首次申報,1070821,雜支支出,三創生活,25136736,0.00,4688.00,外接硬碟,金錢,,,
1418,侯友宜,107年直轄市市長選舉,首次申報,1071001,雜支支出,三創數位股份有限公司,25136736,0.00,254.00,雜項購置或修繕費用,金錢,臺北市中正區****,,
1419,侯友宜,107年直轄市市長選舉,首次申報,1071001,雜支支出,三創數位股份有限公司,25136736,0.00,130.00,雜項購置或修繕費用,金錢,臺北市中正區****,,
1628,侯友宜,107年直轄市市長選舉,首次申報,1071008,雜支支出,三創生活,25136736,0.00,145.00,雜項購置或修繕費用,金錢,,,
1733,侯友宜,107年直轄市市長選舉,首次申報,1071013,雜支支出,三創生活,25136736,0.00,790.00,雜項購置或修繕費用,金錢,,,
1734,侯友宜,107年直轄市市長選舉,首次申報,1071013,雜支支出,三創生活,25136736,0.00,5100.00,雜項購置或修繕費用,金錢,,,
2320,侯友宜,107年直轄市市長選舉,首次申報,1071108,雜支支出,三創生活,25136736,0.00,2850.00,雜項購置或修繕費用,金錢,,,
167,李坤城,107年直轄市議員選舉,首次申報,1071105,雜支支出,三創生活,25136736,0.00,3700.00,雜項購置或修繕費用,金錢,臺北市中正區****,,
16,梁為超,107年直轄市議員選舉,首次申報,1071018,宣傳支出,亞太電信,70771579,0.00,10000.00,發送電信簡訊支出,金錢,桃園市桃園區****,0982*****,
19,梁為超,107年直轄市議員選舉,首次申報,1071024,雜支支出,亞太電信股份有限公司,70771579,0.00,10000.00,電信費用,金錢,桃園市桃園區****,0982*****,
515,張耀中,107年直轄市議員選舉,第一次賸餘,1081028,當選後與其公務有關之費用支出,亞太電信,70771579,0.00,1039.00,電信費用,金錢,,,
587,張耀中,107年直轄市議員選舉,第一次賸餘,1081125,當選後與其公務有關之費用支出,亞太電信,70771579,0.00,1015.00,電信費用,金錢,,,
678,張耀中,107年直轄市議員選舉,第一次賸餘,1081226,當選後與其公務有關之費用支出,亞太電信,70771579,0.00,1042.00,電信費用,金錢,,,
54,張耀中,107年直轄市議員選舉,第二次賸餘,1090131,當選後與其公務有關之費用支出,亞太電信,70771579,0.00,1015.00,,,,電信費用,金錢,,,,,,,,,
23,沈佑蓮,107年直轄市議員選舉,首次申報,1070727,雜支支出,亞太電信股份有限公司,70771579,0.00,828.00,電信費用,金錢,臺北市內湖區****,02-4*****,
24,沈佑蓮,107年直轄市議員選舉,首次申報,1070727,雜支支出,亞太電信股份有限公司,70771579,0.00,699.00,電信費用,金錢,臺北市內湖區****,02-4*****,
37,沈佑蓮,107年直轄市議員選舉,首次申報,1070831,雜支支出,亞太電信股份有限公司,70771579,0.00,828.00,電信費用,金錢,臺北市內湖區****,02-4*****,
38,沈佑蓮,107年直轄市議員選舉,首次申報,1070831,雜支支出,亞太電信股份有限公司,70771579,0.00,595.00,電信費用,金錢,臺北市內湖區****,02-4*****,
265,沈佑蓮,107年直轄市議員選舉,第一次賸餘,1081204,當選後與其公務有關之費用支出,亞太電信,70771579,0.00,828.00,電信費用,金錢,,,
22,賴佳微,107年直轄市議員選舉,首次申報,1070621,雜支支出,亞太電信,70771579,0.00,446.00,電信費用,金錢,,,
43,賴佳微,107年直轄市議員選舉,首次申報,1070723,雜支支出,亞太電信,70771579,0.00,418.00,電信費用,金錢,,,
61,賴佳微,107年直轄市議員選舉,首次申報,1070821,雜支支出,亞太電信,70771579,0.00,408.00,電信費用,金錢,,,
