769,王美惠,109年立法委員選舉,首次申報,1090107,宣傳支出,亞太電信股份有限公司,70771579,0.00,16000.00,發送電信簡訊支出,金錢,臺北市內湖區****,,
137,張宏陸,109年立法委員選舉,首次申報,1081123,雜支支出,三創生活,25136736,0.00,1890.00,雜項購置或修繕費用,金錢,臺北市中正區****,,
32,陳泓維,109年立法委員選舉,首次申報,1080707,雜支支出,三創生活,25136736,0.00,350.00,雜項購置或修繕費用,金錢,,,
53,魯明哲,109年立法委員選舉,首次申報,1080710,宣傳支出,三創生活,25136736,0.00,6400.00,宣傳用空拍機零件,金錢,台北市中正區****,0809*****,
2499,陳柏惟,109年立法委員選舉,首次申報,1090113,雜支支出,三創數位股份有限公司,25136736,0.00,16200.00,雜項購置,金錢,台北市中正區****,,
371,黃國書,109年立法委員選舉,首次申報,1080816,雜支支出,亞太電信,70771579,0.00,1360.00,電信費用,金錢,,,
500,黃國書,109年立法委員選舉,首次申報,1080911,雜支支出,亞太電信,70771579,0.00,1231.00,電信費用,金錢,,,
691,黃國書,109年立法委員選舉,首次申報,1081018,雜支支出,亞太電信,70771579,0.00,1253.00,電信費用,金錢,,,
855,黃國書,109年立法委員選舉,首次申報,1081108,雜支支出,亞太電信,70771579,0.00,1804.00,電信費用,金錢,,,
1467,黃國書,109年立法委員選舉,首次申報,1081212,雜支支出,亞太電信股份有限公司,70771579,0.00,2872.00,電信費用,金錢,,,
2175,黃國書,109年立法委員選舉,首次申報,1090115,雜支支出,亞太電信股份有限公司,70771579,0.00,1888.00,電信費用,金錢,,,
1067,林昶佐,109年立法委員選舉,首次申報,1090101,雜支支出,台灣智慧光網股,53729177,0.00,110000.00,/網際網路費用,金錢,民權東路段巷****,,
1,蔣萬安,109年立法委員選舉,首次申報,1080502,雜支支出,三創數位(股)公司,25136736,0.00,15390.00,雜項購置或修繕費用,金錢,臺北市中正區****,,
2470,林俊憲,109年立法委員選舉,首次申報,1090109,宣傳支出,亞太電信股份有限公司,70771579,0.00,40000.00,發送電信簡訊支出,金錢,臺北市內湖區****,,
2471,林俊憲,109年立法委員選舉,首次申報,1090109,宣傳支出,亞太電信股份有限公司,70771579,0.00,20000.00,發送電信簡訊支出,金錢,臺北市內湖區****,,
755,賴惠員,109年立法委員選舉,首次申報,1081127,宣傳支出,亞太電信股份有限公司,70771579,0.00,30000.00,發送電信簡訊支出,金錢,臺北市南港區****,,
1457,賴惠員,109年立法委員選舉,首次申報,1090114,宣傳支出,亞太電信股份有限公司,70771579,0.00,25000.00,發送電信簡訊支出,金錢,臺北市南港區****,,
23,陳亭妃,109年立法委員選舉,首次申報,1080429,雜支支出,亞太電信股份有限公司,70771579,0.00,885.00,電信費用,金錢,,,
67,陳亭妃,109年立法委員選舉,首次申報,1080515,雜支支出,亞太電信股份有限公司,70771579,0.00,14116.00,電信費用,金錢,,,
